,City,Country,Humidity,Latitude,Longitude,Max Temp,Min Temp,Wind Speed,Clouds
88,hami,CA,76.0,69.44,-133.03,-24.0,-24.0,4.6,75.0
89,yarmouth,RU,31.0,71.97,114.09,-29.62,-29.62,3.04,44.0
90,kokuy,ZA,91.0,-33.59,26.89,19.54,19.54,6.49,0.0
91,weihe,NG,34.0,11.84,13.15,18.06,18.06,3.19,0.0
92,marcona,NZ,62.0,-46.13,167.69,21.04,21.04,3.34,20.0
93,sabak,RU,72.0,52.25,79.17,-19.02,-19.02,4.24,24.0
94,kapaa,US,85.0,45.52,-122.67,8.3,4.4,0.94,75.0
95,san angelo,ES,41.0,38.18,-1.13,14.0,9.0,6.2,0.0
96,minden,GL,92.0,60.72,-46.03,-3.0,-3.0,8.7,80.0
97,tuktoyaktuk,KZ,88.0,46.84,74.98,-11.42,-11.42,2.04,64.0
98,saskylakh,MX,20.0,21.8,-100.93,18.0,18.0,3.6,20.0
99,barentsburg,MZ,97.0,-17.88,36.89,23.91,23.91,2.74,80.0
100,port alfred,RU,67.0,57.31,88.17,-12.22,-12.22,4.49,48.0
101,maiduguri,NO,58.0,62.68,8.55,-2.0,-2.0,8.7,36.0
102,tuatapere,JP,33.0,35.55,133.23,8.0,7.0,4.1,75.0
103,belushya guba,CA,83.0,70.47,-68.59,-26.0,-26.0,9.3,90.0
104,klyuchi,LY,70.0,29.16,16.14,3.09,3.09,3.94,0.0
105,portland,SO,100.0,9.49,50.81,24.94,24.94,8.54,92.0
106,fortuna,AU,79.0,-33.21,138.6,20.06,20.06,3.39,80.0
107,qaqortoq,GE,43.0,43.16,40.34,13.0,13.0,3.0,90.0
108,balkhash,IN,61.0,25.32,73.0,4.79,4.79,1.19,0.0
109,grand river south east,BR,90.0,-20.63,-46.0,17.69,17.69,1.24,44.0
110,villa de reyes,NO,62.0,78.22,15.63,-4.0,-4.0,7.7,20.0
111,quelimane,BR,83.0,-20.93,-54.96,23.0,23.0,4.6,75.0
112,teguldet,GL,100.0,77.48,-69.36,-29.19,-29.19,4.69,0.0
113,sunndalsora,US,51.0,42.65,-73.75,-6.1,-11.1,1.69,75.0
114,sakaiminato,CA,74.0,50.1,-91.92,-29.0,-33.0,1.5,5.0
115,clyde river,VE,57.0,8.02,-62.41,25.56,25.56,4.34,68.0
116,waddan,ID,78.0,-0.92,100.36,27.0,27.0,1.0,40.0
117,bandarbeyla,CO,78.0,10.99,-74.96,26.0,26.0,6.2,0.0
118,jamestown,CA,70.0,50.23,-63.6,-18.0,-18.0,3.6,75.0
119,pitsunda,UA,100.0,46.61,31.55,-2.0,-2.0,4.0,75.0
120,takhatgarh,PH,74.0,15.44,119.9,25.84,25.84,5.04,8.0
121,ponta do sol,BF,31.0,10.66,-5.16,16.51,16.51,4.39,0.0
122,longyearbyen,RU,0.0,67.65,134.64,-42.27,-42.27,1.34,44.0
123,nizhneyansk,TT,88.0,10.24,-61.45,24.0,24.0,2.79,20.0
124,yuzhno-yeniseyskiy,CV,95.0,14.9,-24.5,22.59,22.59,4.69,92.0
125,sidrolandia,RU,77.0,62.16,45.12,-19.77,-19.77,4.69,76.0
126,qaanaaq,CA,84.0,65.28,-126.83,-18.0,-18.0,6.94,90.0
127,albany,AU,28.0,-43.03,147.26,23.0,23.0,10.3,0.0
128,sioux lookout,DZ,86.0,36.36,6.61,3.0,3.0,3.6,20.0
129,samusu,KI,100.0,3.07,172.79,27.84,27.84,4.29,80.0
130,taolanaro,ID,79.0,-0.91,122.88,30.26,30.26,1.64,24.0
131,upata,MX,62.0,18.62,-100.35,14.76,14.76,1.19,0.0
132,padang,NO,100.0,58.89,5.65,0.0,-2.0,13.9,90.0
133,puerto colombia,AI,73.0,18.22,-63.06,25.0,25.0,6.7,20.0
134,mocambique,JP,24.0,34.7,138.93,8.0,6.0,1.5,20.0
135,havre-saint-pierre,RU,68.0,71.98,102.47,-26.27,-26.27,1.19,56.0
136,ochakiv,US,43.0,39.65,-104.99,5.0,-3.0,3.1,1.0
137,palauig,GA,100.0,-1.57,9.26,26.81,26.81,4.24,44.0
138,sindou,NU,70.0,-19.06,-169.92,29.0,29.0,6.7,64.0
139,batagay,GL,58.0,69.22,-51.1,-2.0,-2.0,10.3,80.0
140,esperance,RU,69.0,55.68,76.74,-16.69,-16.69,6.19,44.0
141,tabiauea,BR,90.0,-22.97,-42.02,24.76,24.76,4.74,8.0
142,tumannyy,CN,100.0,27.32,110.14,5.06,5.06,1.14,64.0
143,sao filipe,PT,100.0,38.52,-28.7,15.59,15.59,6.74,80.0
144,zhitikara,CN,28.0,27.88,102.25,12.41,12.41,0.79,0.0
145,dvinskoy,PE,79.0,-4.58,-81.27,23.81,23.81,2.89,44.0
146,norman wells,ES,81.0,43.27,-7.54,10.0,10.0,4.1,0.0
147,margate,CA,79.0,47.66,-52.73,-3.0,-3.0,3.1,5.0
148,amderma,AO,98.0,-12.02,17.48,16.26,16.26,1.24,48.0
149,hihifo,RU,84.0,59.7,30.79,-13.0,-13.0,1.0,75.0
150,constantine,AU,50.0,-23.58,149.07,31.79,31.79,6.04,44.0
151,butaritari,PT,93.0,41.53,-8.62,12.0,10.0,1.0,90.0
152,biak,RU,62.0,51.68,79.77,-17.17,-17.17,2.79,56.0
153,coahuayana,BD,55.0,26.2,88.56,19.39,19.39,1.69,76.0
154,sola,AU,61.0,-35.36,150.48,27.0,27.0,10.3,32.0
155,the valley,GL,92.0,60.91,-46.05,-3.0,-3.0,8.7,76.0
156,illoqqortoormiut,KZ,70.0,48.68,71.64,-17.32,-17.32,3.44,24.0
157,shimoda,TR,90.0,40.67,33.6,-0.94,-0.94,0.94,92.0
158,khatanga,ES,100.0,41.85,3.13,2.0,2.0,0.5,20.0
159,englewood,MX,13.0,31.37,-106.02,13.3,11.7,3.6,1.0
160,omboue,CA,77.0,55.1,-105.3,-17.0,-17.0,3.1,90.0
161,alofi,CL,76.0,-41.87,-73.83,10.0,10.0,1.0,0.0
162,ilulissat,SB,72.0,-9.43,159.96,29.49,29.49,2.14,80.0
163,karaul,BR,83.0,-30.17,-50.22,24.39,24.39,6.49,0.0
164,vengerovo,RU,85.0,54.43,31.9,-10.32,-10.32,3.44,92.0
165,arraial do cabo,GF,99.0,3.17,-52.33,21.79,21.79,0.94,24.0
166,safaga,MU,83.0,-20.01,57.66,26.0,26.0,1.0,20.0
167,bargal,AO,100.0,-5.56,12.19,25.64,25.64,1.44,32.0
168,anjiang,BR,94.0,-29.69,-53.81,26.0,26.0,2.1,0.0
169,ribeira grande,MX,69.0,15.86,-97.07,28.0,28.0,3.6,40.0
170,xichang,RU,62.0,53.11,126.33,-17.69,-17.69,1.69,36.0
171,ambodifototra,FR,93.0,45.6,-0.6,10.0,8.0,9.3,88.0
172,talara,US,68.0,38.22,-90.4,6.6,3.5,4.6,90.0
173,bereda,GF,99.0,5.38,-52.96,25.64,25.64,4.39,88.0
174,sentyabrskiy,IN,60.0,22.62,71.45,8.29,8.29,3.69,0.0
175,torbay,NO,100.0,62.58,6.12,0.0,0.0,5.7,24.0
176,camacupa,LA,87.0,20.42,104.04,15.29,15.29,1.14,36.0
177,ondorhaan,ET,78.0,8.96,38.73,2.26,2.26,1.14,0.0
178,nikolskoye,ZA,100.0,-33.02,27.91,21.16,21.16,7.64,56.0
179,bluff,FR,93.0,44.65,-1.18,11.0,10.0,7.7,90.0
180,jibuti,NZ,79.0,-46.28,169.85,22.44,22.44,3.69,24.0
181,barcelos,MX,34.0,23.48,-103.88,3.19,3.19,1.79,0.0
182,malinovoye ozero,BR,95.0,-28.27,-49.17,18.89,18.89,1.39,12.0
183,boda,CA,92.0,45.36,-73.48,-12.0,-17.0,3.19,1.0
184,ulladulla,CA,83.0,62.45,-114.38,-20.0,-20.0,1.5,90.0
185,palabuhanratu,IT,86.0,45.18,8.4,-1.0,-2.0,1.5,20.0
186,narsaq,AR,78.0,-38.31,-60.23,14.89,14.89,3.84,12.0
187,atasu,RO,92.0,45.41,20.99,-3.0,-5.0,1.0,40.0
188,ayan,US,53.0,19.71,-155.08,23.9,23.9,9.3,40.0
189,palamos,BR,98.0,-27.05,-49.52,20.74,20.74,1.84,80.0
190,praxedis guerrero,SY,80.0,36.53,37.96,5.0,5.0,2.6,40.0
191,la ronge,JP,79.0,41.94,140.7,-2.0,-2.0,4.1,75.0
192,ancud,MG,100.0,-20.58,48.53,23.44,23.44,2.79,64.0
193,honiara,IN,72.0,30.78,78.62,-3.57,-3.57,0.79,32.0
194,cidreira,PH,65.0,11.0,122.67,26.19,26.19,8.79,20.0
195,sobolevo,MA,76.0,35.17,-2.93,14.0,7.0,5.7,8.0
196,camopi,ZA,93.0,-34.42,19.24,13.29,13.29,2.24,0.0
197,grand gaube,PG,100.0,-10.62,150.67,28.49,28.49,3.69,56.0
198,cabinda,AR,78.0,-38.38,-60.28,14.89,14.89,3.84,12.0
199,santa maria,ES,93.0,42.77,-9.06,9.0,7.0,2.1,75.0
200,puerto escondido,BR,78.0,-19.91,-48.39,22.0,22.0,4.6,0.0
201,tygda,BR,94.0,-7.74,-72.65,26.0,26.0,0.99,0.0
202,souillac,ID,91.0,-2.68,111.62,29.66,29.66,2.29,32.0
203,festus,IE,69.0,51.89,-8.4,4.0,4.0,9.3,40.0
204,sinnamary,NZ,60.0,-43.53,172.64,22.0,22.0,7.2,0.0
205,muli,EC,90.0,0.08,-76.88,23.79,23.79,0.89,12.0
206,roald,CL,63.0,-36.72,-73.12,16.0,16.0,7.2,0.0
207,xam nua,PE,88.0,-13.71,-76.2,23.0,23.0,7.7,0.0
208,lebu,GL,100.0,72.79,-56.15,-13.82,-13.82,8.34,68.0
209,east london,RU,61.0,56.36,114.84,-20.69,-20.69,0.94,24.0
210,arcachon,US,89.0,60.79,-161.76,3.3,2.2,9.8,90.0
211,kaitangata,JP,60.0,35.03,136.69,6.0,6.0,5.1,20.0
212,chalchihuites,GR,87.0,36.75,26.96,10.0,10.0,4.49,40.0
213,braco do norte,IE,69.0,51.55,-9.27,4.0,4.0,9.3,40.0
214,saint-philippe,NO,100.0,71.03,27.85,-20.22,-20.22,3.24,0.0
215,yellowknife,BR,96.0,-8.36,-36.7,18.89,18.89,2.49,0.0
216,vila,ZA,91.0,-32.78,26.63,11.66,11.66,1.84,0.0
217,barrow,ZA,82.0,-26.25,28.13,17.0,16.0,1.5,92.0
218,bardiyah,US,73.0,39.95,-94.76,0.0,-1.8,2.6,90.0
219,giera,KZ,48.0,45.25,77.98,-14.74,-14.74,1.24,0.0
220,hilo,ML,43.0,18.44,1.41,6.16,6.16,1.84,0.0
221,ibirama,PT,81.0,37.14,-8.45,11.0,11.0,3.6,0.0
222,manbij,EC,93.0,-0.39,-78.55,15.0,13.0,2.6,20.0
223,nanae,CN,42.0,40.61,115.04,-6.44,-6.44,2.74,12.0
224,nosy varika,GA,100.0,-3.44,10.65,25.74,25.74,1.64,76.0
225,lata,ID,78.0,-0.02,109.34,27.0,27.0,2.6,20.0
226,dingle,RU,84.0,64.73,177.51,-19.0,-19.0,4.09,40.0
227,mahadday weyne,NG,42.0,10.3,10.93,18.84,18.84,2.69,0.0
228,tasbuget,MX,11.0,23.99,-104.67,14.0,14.0,9.3,20.0
229,nador,TL,67.0,-8.93,125.41,27.34,27.34,0.99,80.0
230,hermanus,RU,76.0,59.53,45.45,-12.57,-12.57,5.89,92.0
231,samarai,MX,53.0,22.89,-109.91,22.0,22.0,3.1,75.0
232,tres arroyos,CL,92.0,-22.09,-70.2,18.44,18.44,0.94,20.0
233,muros,CO,81.0,11.54,-72.91,26.59,26.59,7.29,0.0
234,conceicao das alagoas,OM,64.0,17.01,54.1,22.0,22.0,2.1,0.0
235,rodrigues alves,US,76.0,30.04,-94.42,13.5,11.5,1.69,90.0
236,pangkalanbuun,ID,83.0,-6.99,112.52,27.0,27.0,7.7,40.0
237,mahon,US,73.0,40.33,-91.2,-3.7,-8.3,3.1,90.0
238,christchurch,LK,100.0,5.97,80.42,25.84,25.84,1.34,8.0
239,nueva loja,VN,76.0,10.93,108.1,27.04,27.04,6.84,20.0
240,talcahuano,US,80.0,32.94,-85.95,6.7,3.0,1.09,40.0
241,pisco,RU,53.0,57.84,108.35,-15.84,-15.84,3.14,44.0
242,upernavik,RU,0.0,67.55,133.39,-43.47,-43.47,1.09,20.0
243,taksimo,CL,76.0,-37.72,-72.23,12.19,12.19,1.84,0.0
244,bethel,FR,65.0,43.56,6.97,7.0,3.0,1.5,24.0
245,fukue,AU,37.0,-25.24,130.99,29.0,29.0,9.8,68.0
246,kefalos,US,15.0,34.06,-117.19,23.3,18.2,2.1,1.0
247,skibbereen,BR,81.0,-5.11,-36.64,24.94,24.94,3.44,12.0
248,mehamn,RU,100.0,64.42,-173.23,-7.84,-7.84,9.49,92.0
249,pesqueira,RU,84.0,58.16,36.77,-9.24,-9.24,4.84,92.0
250,fort beaufort,NG,39.0,12.18,6.51,14.94,14.94,2.79,0.0
251,vaitupu,RU,31.0,65.8,87.96,-29.84,-29.84,2.34,56.0
252,alberton,RU,0.0,69.3,139.9,-39.69,-39.69,1.14,24.0
253,kodiak,DZ,43.0,27.87,-0.29,11.0,11.0,3.6,0.0
254,ushtobe,AU,61.0,-34.58,150.85,27.0,27.0,10.3,56.0
255,kidal,LR,94.0,5.88,-10.05,24.0,24.0,2.79,20.0
256,lagoa,RU,89.0,51.01,82.0,-11.77,-11.77,3.14,80.0
257,san cristobal,BW,69.0,-26.02,22.4,20.44,20.44,4.79,0.0
258,xuanhua,HT,100.0,18.65,-74.12,23.01,23.01,0.99,0.0
259,mayumba,CK,78.0,-21.21,-159.78,28.0,28.0,9.3,75.0
260,pontianak,ID,83.0,-3.47,102.53,25.26,25.26,1.14,12.0
261,anadyr,CD,100.0,-1.93,18.29,21.34,21.34,2.14,80.0
262,jalingo,RU,80.0,69.49,88.39,-28.22,-28.22,1.54,36.0
263,constitucion,OM,100.0,22.57,59.53,20.56,20.56,4.29,0.0
264,airai,NA,82.0,-22.95,14.51,16.0,16.0,1.5,0.0
265,nikolsk,PG,97.0,-2.02,147.27,28.89,28.89,6.39,76.0
266,cabo san lucas,NP,100.0,27.71,85.32,8.0,8.0,1.5,90.0
267,tocopilla,PE,92.0,-9.08,-78.59,21.31,21.31,3.04,12.0
268,riohacha,IR,65.0,31.6,55.4,-3.07,-3.07,1.14,0.0
269,salalah,CA,75.0,51.26,-80.61,-26.0,-26.0,2.1,90.0
270,kusti,AE,45.0,24.47,54.37,19.0,17.0,1.5,0.0
271,nome,RU,76.0,53.6,91.39,-20.0,-20.0,1.0,12.0
272,lasem,CA,93.0,50.7,-127.42,7.0,7.0,1.0,75.0
273,basco,MX,98.0,17.7,-93.52,21.09,21.09,1.34,68.0
274,weligama,US,71.0,37.17,-99.65,-0.12,-0.12,4.04,20.0
275,phan thiet,ES,87.0,37.63,-1.0,9.0,9.0,3.1,8.0
276,alexander city,MX,23.0,28.39,-105.62,12.0,12.0,3.1,5.0
277,attawapiskat,RU,76.0,61.68,64.48,-21.67,-21.67,1.99,48.0
278,alekseyevsk,CN,45.0,40.77,114.88,-6.19,-6.19,4.24,8.0
279,verkhoyansk,RU,79.0,49.22,143.1,-9.44,-9.44,2.94,0.0
280,mulchen,IS,100.0,63.44,-20.27,-5.74,-5.74,1.69,20.0
281,saint-joseph,BT,74.0,27.91,89.73,-14.32,-14.32,0.89,44.0
282,yulara,KR,49.0,37.57,126.98,1.0,-8.0,1.5,1.0
283,redlands,PE,89.0,-5.24,-79.45,14.39,14.39,0.04,32.0
284,macau,US,47.0,38.73,-120.8,14.0,12.0,2.1,1.0
285,provideniya,IR,74.0,33.6,56.92,-0.84,-0.84,0.99,0.0
286,molokovo,AU,39.0,-34.29,146.06,27.0,26.0,3.6,90.0
287,auki,UA,100.0,50.74,33.7,-3.82,-3.82,4.09,92.0
288,turukhansk,RU,88.0,66.69,34.34,-14.12,-14.12,8.89,68.0
289,deputatskiy,US,90.0,35.24,-85.19,1.0,-1.0,2.59,1.0
290,adrar,GL,98.0,60.14,-45.24,-2.07,-2.07,11.29,36.0
291,flinders,PG,94.0,-3.66,152.44,30.01,30.01,4.94,32.0
292,buchanan,UY,91.0,-34.48,-54.34,23.59,23.59,2.69,36.0
293,staroaleyskoye,CA,96.0,49.63,-105.99,1.39,1.39,6.19,92.0
294,tsabong,RU,64.0,66.04,60.13,-25.44,-25.44,1.59,44.0
295,jeremie,CN,76.0,36.62,101.77,-8.82,-8.82,1.14,88.0
296,avarua,CD,93.0,-6.14,24.49,21.81,21.81,1.54,68.0
297,curup,US,82.0,34.88,-76.9,6.1,2.2,1.5,1.0
298,inongo,BM,93.0,32.3,-64.78,19.0,19.0,2.1,90.0
299,talnakh,RU,80.0,53.19,44.05,-14.37,-14.37,7.29,44.0
300,sur,BB,78.0,13.22,-59.52,25.0,25.0,7.2,40.0
301,walvis bay,CA,70.0,66.15,-65.72,-12.99,-12.99,5.19,0.0
302,lorengau,CL,54.0,-45.58,-72.07,12.0,12.0,1.5,0.0
303,kathmandu,UA,93.0,49.79,32.7,-5.84,-5.84,3.94,92.0
304,chimbote,MX,69.0,15.74,-96.47,28.0,28.0,3.6,40.0
305,bafq,VC,78.0,12.88,-61.18,25.0,25.0,4.1,40.0
306,asau,DE,86.0,51.05,13.74,3.0,3.0,3.6,75.0
307,moose factory,TC,100.0,21.46,-71.14,24.89,24.89,9.09,64.0
308,abu dhabi,US,62.0,59.64,-151.54,5.6,5.0,6.74,20.0
309,belyy yar,MV,100.0,6.88,73.1,27.81,27.81,1.89,20.0
310,port hardy,GA,97.0,-0.72,8.78,26.84,26.84,5.39,76.0
311,chontalpa,ML,42.0,18.9,-3.53,9.49,9.49,1.89,64.0
312,sitka,AU,40.0,-37.83,140.78,23.0,23.0,8.7,75.0
313,cartagena,RU,67.0,56.56,76.62,-16.44,-16.44,5.14,48.0
314,lazaro cardenas,EG,42.0,31.35,27.25,9.0,9.0,6.2,0.0
315,bengkulu,RU,81.0,69.38,178.42,-18.59,-18.59,5.74,80.0
316,kommunisticheskiy,PH,61.0,10.38,123.64,27.0,27.0,6.7,75.0
317,zhangjiakou,PE,93.0,-16.38,-71.56,14.0,14.0,2.1,90.0
318,we,PT,67.0,37.72,-25.43,14.0,14.0,3.1,75.0
319,poronaysk,RU,77.0,62.24,45.0,-19.77,-19.77,4.69,76.0
320,vestmannaeyjar,TR,93.0,41.4,28.38,7.0,4.0,6.2,75.0
321,gasa,MX,94.0,21.23,-86.73,22.0,22.0,2.1,90.0
322,seoul,BR,96.0,-1.83,-65.37,23.76,23.76,1.19,32.0
323,huancabamba,RU,76.0,53.74,127.27,-20.44,-20.44,1.44,36.0
324,placerville,PG,100.0,-2.67,141.3,27.84,27.84,7.09,56.0
325,tabas,MZ,98.0,-23.87,35.38,23.59,23.59,6.79,76.0
326,griffith,CN,79.0,40.29,97.04,-10.37,-10.37,3.59,56.0
327,male,CN,82.0,39.7,122.97,2.04,2.04,5.19,76.0
328,umba,US,71.0,44.83,-87.38,-17.0,-17.3,3.1,90.0
329,soddy-daisy,NZ,98.0,-42.45,171.21,18.26,18.26,1.24,100.0
330,nanortalik,IN,100.0,11.67,92.75,26.74,26.74,6.54,76.0
331,namatanai,US,51.0,34.85,-82.4,7.2,0.0,3.59,1.0
332,rocha,ID,83.0,-6.41,106.81,27.0,27.0,7.7,40.0
333,assiniboia,GB,93.0,51.07,-1.8,8.0,6.2,6.7,56.0
334,inta,CL,57.0,-41.77,-73.13,11.0,11.0,3.1,0.0
335,xining,AR,94.0,-31.42,-64.5,21.0,21.0,2.1,0.0
336,kabinda,CN,53.0,38.41,112.73,-2.92,-2.92,1.24,68.0
337,havelock,RU,76.0,51.31,119.61,-14.77,-14.77,1.54,68.0
338,sogdiondon,BR,97.0,-3.84,-62.06,25.04,25.04,0.64,12.0
339,hamilton,US,47.0,36.97,-122.03,18.9,15.0,1.5,1.0
340,kamenka,MX,78.0,16.86,-99.88,27.0,27.0,3.6,75.0
341,bathsheba,US,50.0,36.4,-97.88,5.7,4.0,1.5,1.0
342,pangnirtung,SB,98.0,-10.46,161.92,30.04,30.04,5.69,32.0
343,coihaique,CA,100.0,47.48,-55.8,-2.47,-2.47,3.44,0.0
344,orzhytsya,MN,35.0,46.68,113.28,-9.84,-9.84,10.59,0.0
345,pochutla,PF,100.0,-22.43,-151.33,25.89,25.89,6.84,88.0
346,dovers,NP,88.0,29.28,82.18,-8.47,-8.47,0.79,32.0
347,dresden,JP,39.0,31.5,131.29,8.0,5.0,4.6,20.0
348,cockburn town,GR,75.0,39.45,22.34,5.0,5.0,1.39,75.0
349,homer,GA,100.0,-0.7,10.22,23.51,23.51,0.99,92.0
